Выезд к абоненту,
102433,2025-11-01 00:00:00
102433,2026-01-01 00:00:00
102433,2026-01-01 00:00:00
102433,2026-01-01 00:00:00
102475,2025-11-01 00:00:00
102482,2025-09-01 00:00:00
102508,2026-01-01 00:00:00
102587,2025-11-01 00:00:00
102587,2025-11-01 00:00:00
102594,2026-01-01 00:00:00
102737,2025-11-01 00:00:00
102742,2025-08-01 00:00:00
102831,2025-11-01 00:00:00
102831,2026-01-01 00:00:00
102848,2025-08-01 00:00:00
102848,2026-01-01 00:00:00
102851,2025-08-01 00:00:00
102851,2025-11-01 00:00:00
102851,2025-12-01 00:00:00
102851,2026-01-01 00:00:00
102851,2026-01-01 00:00:00
102857,2025-11-01 00:00:00
102857,2025-12-01 00:00:00
102857,2026-01-01 00:00:00
102877,2025-08-01 00:00:00
102877,2025-11-01 00:00:00
102952,2025-11-01 00:00:00
102952,2026-01-01 00:00:00
103153,2025-09-01 00:00:00
103232,2026-01-01 00:00:00
103310,2026-01-01 00:00:00
103324,2025-09-01 00:00:00
103437,2026-01-01 00:00:00
103542,2026-01-01 00:00:00
103550,2026-01-01 00:00:00
103573,2025-11-01 00:00:00
103573,2025-12-01 00:00:00
103573,2026-01-01 00:00:00
103573,2026-01-01 00:00:00
103625,2025-11-01 00:00:00
103625,2026-01-01 00:00:00
103649,2025-11-01 00:00:00
103664,2026-01-01 00:00:00
103681,2025-11-01 00:00:00
103681,2026-01-01 00:00:00
103710,2026-01-01 00:00:00
103720,2025-11-01 00:00:00
103751,2025-09-01 00:00:00
103751,2026-01-01 00:00:00
103777,2025-11-01 00:00:00
103807,2026-01-01 00:00:00
103808,2026-01-01 00:00:00
103823,2026-01-01 00:00:00
103835,2025-11-01 00:00:00
103844,2025-11-01 00:00:00
103876,2025-11-01 00:00:00
103877,2025-11-01 00:00:00
103877,2026-01-01 00:00:00
103885,2025-11-01 00:00:00
103915,2025-12-01 00:00:00
103916,2025-12-01 00:00:00
103917,2025-12-01 00:00:00
103918,2025-12-01 00:00:00
103919,2025-12-01 00:00:00
103920,2025-12-01 00:00:00
103922,2025-12-01 00:00:00
103923,2025-12-01 00:00:00
103924,2025-12-01 00:00:00
103925,2025-12-01 00:00:00
103926,2025-12-01 00:00:00
103927,2025-12-01 00:00:00
103928,2025-12-01 00:00:00
103929,2025-12-01 00:00:00
103930,2025-12-01 00:00:00
103931,2025-12-01 00:00:00
103932,2025-12-01 00:00:00
103933,2025-12-01 00:00:00
103934,2025-12-01 00:00:00
103935,2025-12-01 00:00:00
103936,2025-12-01 00:00:00
103937,2025-12-01 00:00:00
103938,2025-12-01 00:00:00
103939,2025-12-01 00:00:00
103940,2025-12-01 00:00:00
103941,2025-12-01 00:00:00
103942,2025-12-01 00:00:00
103943,2025-12-01 00:00:00
103944,2025-12-01 00:00:00
103945,2025-12-01 00:00:00
103946,2025-12-01 00:00:00
103947,2025-12-01 00:00:00
103948,2025-12-01 00:00:00
103949,2025-12-01 00:00:00
103950,2025-12-01 00:00:00
103951,2025-12-01 00:00:00
103952,2025-12-01 00:00:00
103954,2025-12-01 00:00:00
103955,2025-12-01 00:00:00
103956,2025-12-01 00:00:00
103957,2025-12-01 00:00:00
103958,2025-12-01 00:00:00
103959,2025-12-01 00:00:00
103960,2025-12-01 00:00:00
103962,2025-12-01 00:00:00
103963,2025-12-01 00:00:00
103964,2025-12-01 00:00:00
103965,2025-11-01 00:00:00
103965,2025-12-01 00:00:00
103966,2025-12-01 00:00:00
103967,2025-12-01 00:00:00
103968,2025-12-01 00:00:00
103969,2025-12-01 00:00:00
103971,2025-12-01 00:00:00
103973,2025-12-01 00:00:00
103974,2025-12-01 00:00:00
103975,2025-12-01 00:00:00
103976,2025-12-01 00:00:00
103977,2025-12-01 00:00:00
103978,2025-12-01 00:00:00
103979,2025-12-01 00:00:00
103980,2025-12-01 00:00:00
103981,2025-12-01 00:00:00
103982,2025-12-01 00:00:00
103983,2025-12-01 00:00:00
103985,2025-12-01 00:00:00
103986,2025-12-01 00:00:00
103987,2025-12-01 00:00:00
103988,2025-12-01 00:00:00
103989,2025-12-01 00:00:00
103990,2025-12-01 00:00:00
103991,2025-12-01 00:00:00
103992,2025-12-01 00:00:00
103993,2025-12-01 00:00:00
103994,2025-12-01 00:00:00
103995,2025-12-01 00:00:00
103996,2025-12-01 00:00:00
103997,2025-12-01 00:00:00
103998,2025-12-01 00:00:00
104000,2025-12-01 00:00:00
104001,2025-12-01 00:00:00
104002,2025-12-01 00:00:00
104003,2025-12-01 00:00:00
104005,2025-12-01 00:00:00
104006,2025-12-01 00:00:00
104007,2025-12-01 00:00:00
104008,2025-12-01 00:00:00
104009,2025-12-01 00:00:00
104010,2025-12-01 00:00:00
104012,2025-12-01 00:00:00
104013,2025-12-01 00:00:00
104014,2025-12-01 00:00:00
104015,2025-12-01 00:00:00
104016,2025-12-01 00:00:00
104017,2025-12-01 00:00:00
104018,2025-12-01 00:00:00
104019,2025-12-01 00:00:00
104021,2025-12-01 00:00:00
104022,2025-12-01 00:00:00
104023,2025-12-01 00:00:00
104024,2025-12-01 00:00:00
104025,2025-12-01 00:00:00
104026,2025-12-01 00:00:00
104027,2025-12-01 00:00:00
104028,2025-12-01 00:00:00
104029,2025-12-01 00:00:00
104030,2025-12-01 00:00:00
104032,2025-12-01 00:00:00
104033,2025-12-01 00:00:00
104035,2025-12-01 00:00:00
104036,2025-12-01 00:00:00
104037,2025-12-01 00:00:00
104038,2025-12-01 00:00:00
104039,2025-12-01 00:00:00
104040,2025-12-01 00:00:00
104041,2025-12-01 00:00:00
104043,2025-12-01 00:00:00
104044,2025-12-01 00:00:00
104045,2025-12-01 00:00:00
104046,2025-12-01 00:00:00
104047,2025-12-01 00:00:00
104049,2025-12-01 00:00:00
104050,2025-12-01 00:00:00
104051,2025-12-01 00:00:00
104052,2025-12-01 00:00:00
104053,2025-12-01 00:00:00
104054,2025-12-01 00:00:00
104055,2025-12-01 00:00:00
104056,2025-12-01 00:00:00
104057,2025-12-01 00:00:00
104058,2025-12-01 00:00:00
104059,2025-12-01 00:00:00
104060,2025-12-01 00:00:00
104061,2025-12-01 00:00:00
104062,2025-12-01 00:00:00
104063,2025-12-01 00:00:00
104064,2025-12-01 00:00:00
104065,2025-12-01 00:00:00
104066,2025-12-01 00:00:00
104067,2025-12-01 00:00:00
104068,2025-12-01 00:00:00
104069,2025-12-01 00:00:00
104070,2025-12-01 00:00:00
104071,2025-12-01 00:00:00
104072,2025-12-01 00:00:00
104074,2025-12-01 00:00:00
104075,2025-12-01 00:00:00
104076,2025-12-01 00:00:00
104077,2025-12-01 00:00:00
104078,2025-12-01 00:00:00
104126,2026-01-01 00:00:00
104159,2025-11-01 00:00:00
104219,2025-11-01 00:00:00
104219,2025-12-01 00:00:00
104219,2026-01-01 00:00:00
104227,2025-10-01 00:00:00
104227,2025-11-01 00:00:00
104227,2026-01-01 00:00:00
104227,2026-01-01 00:00:00
104241,2025-11-01 00:00:00
104248,2025-11-01 00:00:00
104248,2026-01-01 00:00:00
104273,2025-11-01 00:00:00
104273,2025-12-01 00:00:00
104273,2026-01-01 00:00:00
104292,2026-01-01 00:00:00
104360,2025-11-01 00:00:00
104360,2025-12-01 00:00:00
104360,2026-01-01 00:00:00
104361,2026-01-01 00:00:00
104385,2025-11-01 00:00:00
104385,2026-01-01 00:00:00
104443,2026-01-01 00:00:00
104579,2025-11-01 00:00:00
104583,2025-09-01 00:00:00
104583,2026-01-01 00:00:00
104630,2026-01-01 00:00:00
104669,2026-01-01 00:00:00
104699,2025-09-01 00:00:00
104772,2025-11-01 00:00:00
104772,2025-11-01 00:00:00
104810,2025-09-01 00:00:00
104843,2025-09-01 00:00:00
104843,2026-01-01 00:00:00
104855,2025-10-01 00:00:00
104867,2025-11-01 00:00:00
104867,2025-11-01 00:00:00
104870,2025-11-01 00:00:00
104870,2026-01-01 00:00:00
104910,2025-09-01 00:00:00
104919,2025-11-01 00:00:00
104931,2025-09-01 00:00:00
104935,2025-09-01 00:00:00
104936,2025-09-01 00:00:00
104959,2025-09-01 00:00:00
104961,2025-11-01 00:00:00
105013,2025-11-01 00:00:00
105013,2025-11-01 00:00:00
105023,2025-10-01 00:00:00
105046,2025-11-01 00:00:00
105098,2025-09-01 00:00:00
105136,2025-09-01 00:00:00
105140,2026-01-01 00:00:00
105244,2025-11-01 00:00:00
105277,2026-01-01 00:00:00
105299,2026-01-01 00:00:00
105299,2026-01-16 00:00:00
105303,2025-10-02 00:00:00
105355,2026-01-01 00:00:00
105404,2026-01-01 00:00:00
105414,2026-01-01 00:00:00
105490,2025-09-01 00:00:00
105493,2026-01-01 00:00:00
105576,2025-11-01 00:00:00
105581,2026-01-01 00:00:00
105588,2026-01-01 00:00:00
105627,2025-11-01 00:00:00
105627,2026-01-01 00:00:00
105632,2025-11-01 00:00:00
105632,2025-12-01 00:00:00
105632,2026-01-01 00:00:00
105632,2026-01-01 00:00:00
105655,2025-11-01 00:00:00
105655,2026-01-01 00:00:00
105656,2025-11-01 00:00:00
105656,2026-01-01 00:00:00
105663,2025-11-01 00:00:00
105663,2025-12-01 00:00:00
105663,2026-01-01 00:00:00
105669,2026-01-01 00:00:00
105678,2025-09-01 00:00:00
105701,2026-01-01 00:00:00
105716,2026-01-01 00:00:00
105761,2025-11-01 00:00:00
105761,2026-01-01 00:00:00
105761,2026-01-01 00:00:00
105769,2026-01-01 00:00:00
105793,2025-09-01 00:00:00
105834,2025-11-01 00:00:00
105874,2025-11-01 00:00:00
105874,2026-01-01 00:00:00
105878,2025-11-01 00:00:00
105887,2025-09-01 00:00:00
105930,2025-11-01 00:00:00
105930,2025-12-01 00:00:00
105930,2026-01-01 00:00:00
105938,2025-11-01 00:00:00
105973,2026-01-01 00:00:00
105981,2025-04-01 00:00:00
105981,2025-04-01 00:00:00
106003,2025-04-01 00:00:00
106003,2025-04-01 00:00:00
106003,2026-01-01 00:00:00
106093,2025-11-01 00:00:00
106093,2025-11-01 00:00:00
106093,2026-01-01 00:00:00
106095,2025-11-01 00:00:00
106148,2025-11-01 00:00:00
106148,2026-01-01 00:00:00
106151,2025-05-01 00:00:00
106151,2025-06-01 00:00:00
106155,2025-11-01 00:00:00
106157,2025-09-01 00:00:00
106167,2025-11-01 00:00:00
106167,2025-12-01 00:00:00
106167,2026-01-01 00:00:00
106174,2025-09-01 00:00:00
106187,2025-11-01 00:00:00
106187,2026-01-01 00:00:00
106253,2025-11-01 00:00:00
106271,2026-01-01 00:00:00
106273,2025-11-01 00:00:00
106273,2026-01-01 00:00:00
106278,2026-01-01 00:00:00
106292,2026-01-01 00:00:00
106332,2025-06-01 00:00:00
106332,2026-01-01 00:00:00
106442,2025-11-01 00:00:00
106444,2025-11-01 00:00:00
106445,2025-11-01 00:00:00
106445,2025-12-26 00:00:00
106446,2025-11-01 00:00:00
106446,2025-12-01 00:00:00
106467,2025-11-01 00:00:00
106467,2025-12-01 00:00:00
106480,2025-11-01 00:00:00
106485,2025-11-01 00:00:00
106485,2025-12-01 00:00:00
106491,2025-11-01 00:00:00
106491,2025-12-01 00:00:00
106525,2025-11-01 00:00:00
106525,2025-12-01 00:00:00
106534,2025-09-01 00:00:00
106562,2026-01-01 00:00:00
106568,2025-05-01 00:00:00
106569,2025-05-01 00:00:00
106570,2025-05-01 00:00:00
106571,2025-05-01 00:00:00
106572,2025-05-01 00:00:00
106573,2025-05-01 00:00:00
106573,2026-01-01 00:00:00
106574,2025-05-01 00:00:00
106574,2026-01-01 00:00:00
106576,2025-05-01 00:00:00
106576,2026-01-01 00:00:00
106577,2025-05-01 00:00:00
106577,2026-01-01 00:00:00
106578,2025-05-01 00:00:00
106579,2025-05-01 00:00:00
106580,2025-05-01 00:00:00
106581,2025-05-01 00:00:00
106581,2026-01-01 00:00:00
106582,2025-05-01 00:00:00
106583,2025-05-01 00:00:00
106583,2026-01-01 00:00:00
106585,2025-05-01 00:00:00
106585,2026-01-01 00:00:00
106586,2025-05-01 00:00:00
106586,2026-01-01 00:00:00
106587,2025-05-01 00:00:00
106587,2026-01-01 00:00:00
106588,2025-05-01 00:00:00
106589,2025-05-01 00:00:00
106589,2026-01-01 00:00:00
106590,2025-05-01 00:00:00
106592,2025-05-01 00:00:00
106592,2026-01-01 00:00:00
106593,2025-05-01 00:00:00
106593,2026-01-01 00:00:00
106594,2025-05-01 00:00:00
106594,2026-01-01 00:00:00
106595,2025-05-01 00:00:00
106595,2026-01-01 00:00:00
106596,2025-05-01 00:00:00
106596,2026-01-01 00:00:00
106597,2025-05-01 00:00:00
106597,2026-01-01 00:00:00
106598,2025-05-01 00:00:00
106599,2025-05-01 00:00:00
106600,2025-05-01 00:00:00
106601,2025-05-01 00:00:00
106601,2026-01-01 00:00:00
106602,2025-05-01 00:00:00
106603,2025-05-01 00:00:00
106603,2026-01-01 00:00:00
106604,2025-05-01 00:00:00
106604,2026-01-01 00:00:00
106605,2025-05-01 00:00:00
106606,2025-05-01 00:00:00
106607,2025-05-01 00:00:00
106607,2026-01-01 00:00:00
106608,2025-05-01 00:00:00
106608,2026-01-01 00:00:00
106609,2025-05-01 00:00:00
106609,2026-01-01 00:00:00
106610,2025-05-01 00:00:00
106611,2025-05-01 00:00:00
106611,2026-01-01 00:00:00
106612,2025-05-01 00:00:00
106612,2026-01-01 00:00:00
106613,2025-05-01 00:00:00
106613,2026-01-01 00:00:00
106614,2025-05-01 00:00:00
106614,2026-01-01 00:00:00
106615,2025-06-01 00:00:00
106616,2025-06-01 00:00:00
106616,2026-01-01 00:00:00
106617,2025-06-01 00:00:00
106617,2026-01-01 00:00:00
106618,2025-06-01 00:00:00
106618,2026-01-01 00:00:00
106619,2025-06-01 00:00:00
106619,2026-01-01 00:00:00
106620,2025-06-01 00:00:00
106620,2026-01-01 00:00:00
106621,2025-06-01 00:00:00
106622,2025-06-01 00:00:00
106623,2025-06-01 00:00:00
106623,2026-01-01 00:00:00
106624,2025-06-01 00:00:00
106624,2026-01-01 00:00:00
106625,2025-06-01 00:00:00
106625,2026-01-01 00:00:00
106626,2025-06-01 00:00:00
106627,2025-06-01 00:00:00
106628,2025-06-01 00:00:00
106629,2025-06-01 00:00:00
106629,2026-01-01 00:00:00
106630,2025-06-01 00:00:00
106630,2025-06-23 00:00:00
106631,2025-06-01 00:00:00
106632,2025-06-01 00:00:00
106632,2026-01-01 00:00:00
106633,2025-06-01 00:00:00
106634,2025-06-01 00:00:00
106635,2025-06-01 00:00:00
106636,2025-06-01 00:00:00
106637,2025-06-01 00:00:00
106637,2026-01-01 00:00:00
106638,2025-06-01 00:00:00
106639,2025-06-01 00:00:00
106640,2025-06-01 00:00:00
106640,2025-11-01 00:00:00
106640,2026-01-01 00:00:00
106641,2025-06-01 00:00:00
106641,2026-01-01 00:00:00
106642,2025-06-01 00:00:00
106642,2026-01-01 00:00:00
106643,2025-06-01 00:00:00
106644,2025-06-01 00:00:00
106644,2026-01-01 00:00:00
106645,2025-06-01 00:00:00
106646,2025-06-01 00:00:00
106647,2025-06-01 00:00:00
106648,2025-06-01 00:00:00
106648,2026-01-01 00:00:00
106649,2025-06-01 00:00:00
106649,2026-01-01 00:00:00
106650,2025-06-01 00:00:00
106651,2025-06-01 00:00:00
106651,2026-01-01 00:00:00
106652,2025-06-01 00:00:00
106653,2025-06-01 00:00:00
106654,2025-06-01 00:00:00
106655,2025-06-01 00:00:00
106655,2026-01-01 00:00:00
106656,2025-06-01 00:00:00
106656,2026-01-01 00:00:00
106657,2025-06-01 00:00:00
106658,2025-06-01 00:00:00
106658,2026-01-01 00:00:00
106659,2025-06-01 00:00:00
106659,2026-01-01 00:00:00
106661,2025-06-01 00:00:00
106662,2025-06-01 00:00:00
106668,2025-06-01 00:00:00
106668,2026-01-01 00:00:00
106669,2025-06-01 00:00:00
106696,2025-11-01 00:00:00
106801,2025-11-01 00:00:00
106805,2025-11-01 00:00:00
106806,2025-11-01 00:00:00
106806,2025-12-01 00:00:00
106806,2026-01-01 00:00:00
106807,2025-11-01 00:00:00
106807,2025-12-01 00:00:00
106807,2026-01-01 00:00:00
106811,2025-11-01 00:00:00
106811,2025-12-01 00:00:00
106811,2026-01-01 00:00:00
106828,2025-11-01 00:00:00
106846,2025-11-01 00:00:00
106846,2026-01-01 00:00:00
106854,2025-11-01 00:00:00
106854,2026-01-01 00:00:00
106884,2025-11-01 00:00:00
106884,2026-01-01 00:00:00
106884,2026-01-01 00:00:00
106895,2025-11-01 00:00:00
106895,2026-01-01 00:00:00
106947,2025-09-01 00:00:00
107022,2025-11-01 00:00:00
107036,2025-11-01 00:00:00
107063,2025-11-01 00:00:00
107072,2025-11-01 00:00:00
107072,2025-12-01 00:00:00
107075,2025-11-01 00:00:00
107075,2025-12-01 00:00:00
107137,2025-11-01 00:00:00
107137,2025-12-01 00:00:00
107163,2025-11-01 00:00:00
107200,2025-11-01 00:00:00
107284,2025-11-01 00:00:00
107341,2025-11-01 00:00:00
107341,2026-01-01 00:00:00
107360,2025-11-01 00:00:00
107392,2025-11-01 00:00:00
107392,2026-01-01 00:00:00
107406,2025-11-01 00:00:00
107406,2025-12-01 00:00:00
107406,2026-01-01 00:00:00
107409,2025-11-01 00:00:00
107430,2025-11-01 00:00:00
107485,2025-11-01 00:00:00
107511,2025-11-01 00:00:00
107511,2026-01-01 00:00:00
107527,2025-11-01 00:00:00
107638,2025-11-01 00:00:00
107662,2025-11-01 00:00:00
107662,2026-01-01 00:00:00
107681,2025-11-01 00:00:00
107681,2026-01-01 00:00:00
107730,2025-11-01 00:00:00
107778,2025-09-01 00:00:00
107779,2025-11-01 00:00:00
107779,2026-01-01 00:00:00
107784,2025-11-01 00:00:00
107784,2026-01-01 00:00:00
107808,2025-11-01 00:00:00
107813,2025-09-01 00:00:00
107824,2025-11-01 00:00:00
107857,2025-11-01 00:00:00
107940,2025-11-01 00:00:00
107992,2025-11-01 00:00:00
108015,2026-01-01 00:00:00
108015,2026-01-15 00:00:00
108137,2025-09-01 00:00:00
108144,2025-11-01 00:00:00
108222,2025-11-01 00:00:00
108229,2025-11-01 00:00:00
108313,2025-11-01 00:00:00
108414,2025-04-01 00:00:00
108414,2025-08-01 00:00:00
108414,2025-08-12 00:00:00
108463,2025-12-01 00:00:00
108463,2025-12-08 00:00:00
108557,2025-11-01 00:00:00
108569,2025-05-01 00:00:00
108569,2025-06-01 00:00:00
108573,2026-01-01 00:00:00
108577,2026-01-01 00:00:00
108607,2025-11-01 00:00:00
108633,2025-11-01 00:00:00
108663,2025-11-01 00:00:00
108828,2025-11-01 00:00:00
108853,2025-11-01 00:00:00
108914,2025-11-01 00:00:00
109012,2025-11-01 00:00:00
109017,2025-05-01 00:00:00
109040,2025-11-01 00:00:00
109065,2025-05-01 00:00:00
109095,2025-11-01 00:00:00
109104,2025-04-01 00:00:00
109120,2025-11-01 00:00:00
109147,2025-11-01 00:00:00
109236,2025-11-01 00:00:00
109256,2025-11-01 00:00:00
109265,2025-11-01 00:00:00
109277,2025-11-01 00:00:00
109284,2025-11-01 00:00:00
109284,2025-12-01 00:00:00
109315,2025-11-01 00:00:00
109424,2025-11-01 00:00:00
109424,2025-12-01 00:00:00
109432,2025-11-01 00:00:00
109509,2025-11-01 00:00:00
109566,2025-11-01 00:00:00
109726,2025-11-01 00:00:00
109831,2025-05-01 00:00:00
109831,2025-09-01 00:00:00
110107,2025-11-01 00:00:00
110158,2025-11-01 00:00:00
110244,2025-11-01 00:00:00
110281,2025-05-01 00:00:00
110281,2025-11-01 00:00:00
110287,2025-07-01 00:00:00
110287,2025-07-10 00:00:00
110287,2025-11-01 00:00:00
110357,2025-11-01 00:00:00
110474,2025-04-01 00:00:00
110557,2026-01-01 00:00:00
110573,2025-11-01 00:00:00
110620,2026-01-01 00:00:00
110638,2026-01-01 00:00:00
110889,2025-11-01 00:00:00
110972,2025-11-01 00:00:00
111262,2025-06-01 00:00:00
111262,2025-08-01 00:00:00
111344,2025-11-01 00:00:00
111362,2025-11-01 00:00:00
111372,2025-11-01 00:00:00
111373,2025-11-01 00:00:00
111374,2025-11-01 00:00:00
111382,2025-05-01 00:00:00
111397,2025-11-01 00:00:00
111499,2025-11-01 00:00:00
111518,2025-08-01 00:00:00
111562,2025-11-01 00:00:00
111598,2026-01-01 00:00:00
111601,2025-11-01 00:00:00
111601,2026-01-01 00:00:00
111603,2025-11-01 00:00:00
111730,2026-01-01 00:00:00
111753,2025-11-01 00:00:00
111753,2026-01-01 00:00:00
111828,2025-11-01 00:00:00
111834,2025-11-01 00:00:00
111836,2025-11-01 00:00:00
111840,2025-11-01 00:00:00
111905,2025-08-01 00:00:00
111912,2026-01-01 00:00:00
111914,2025-11-01 00:00:00
111914,2026-01-01 00:00:00
111918,2026-01-01 00:00:00
111959,2025-11-01 00:00:00
111968,2026-01-01 00:00:00
112021,2025-08-01 00:00:00
112160,2025-11-01 00:00:00
112183,2026-01-01 00:00:00
112196,2026-01-01 00:00:00
112230,2026-01-01 00:00:00
112296,2026-01-01 00:00:00
112335,2026-01-01 00:00:00
112338,2025-12-01 00:00:00
112338,2025-12-08 00:00:00
112360,2025-11-01 00:00:00
112366,2025-05-01 00:00:00
112382,2025-11-01 00:00:00
112382,2026-01-01 00:00:00
112470,2025-11-01 00:00:00
112511,2025-11-01 00:00:00
112518,2025-11-01 00:00:00
112576,2025-06-01 00:00:00
112576,2025-06-17 00:00:00
112584,2025-11-01 00:00:00
112584,2026-01-01 00:00:00
112600,2025-11-01 00:00:00
112600,2026-01-01 00:00:00
112618,2025-11-01 00:00:00
112661,2026-01-01 00:00:00
112667,2026-01-01 00:00:00
112675,2026-01-01 00:00:00
112747,2025-11-01 00:00:00
112753,2025-11-01 00:00:00
112753,2026-01-01 00:00:00
112762,2025-11-01 00:00:00
112804,2025-11-01 00:00:00
112815,2025-08-01 00:00:00
112842,2025-11-01 00:00:00
112868,2025-07-01 00:00:00
112868,2025-07-10 00:00:00
112868,2025-11-01 00:00:00
112906,2025-07-01 00:00:00
112909,2025-06-01 00:00:00
112909,2025-06-17 00:00:00
112911,2025-07-01 00:00:00
112911,2025-07-10 00:00:00
112943,2025-11-01 00:00:00
112944,2025-11-01 00:00:00
112960,2025-11-01 00:00:00
112984,2025-12-29 00:00:00
112987,2025-05-01 00:00:00
112987,2025-08-01 00:00:00
113012,2025-05-01 00:00:00
113035,2025-05-01 00:00:00
113057,2025-05-01 00:00:00
113057,2025-12-29 00:00:00
113072,2025-05-01 00:00:00
113137,2026-01-01 00:00:00
113142,2025-11-01 00:00:00
113148,2025-04-01 00:00:00
113154,2025-06-01 00:00:00
113188,2025-06-01 00:00:00
113239,2025-04-01 00:00:00
113263,2025-04-01 00:00:00
113263,2026-01-01 00:00:00
113402,2025-11-01 00:00:00
113413,2025-11-01 00:00:00
113419,2025-11-01 00:00:00
113440,2025-04-01 00:00:00
113471,2025-11-01 00:00:00
113496,2025-11-01 00:00:00
113524,2025-11-01 00:00:00
113563,2025-11-01 00:00:00
113570,2025-11-01 00:00:00
113591,2025-11-01 00:00:00
113591,2025-11-01 00:00:00
113591,2026-01-01 00:00:00
113608,2026-01-01 00:00:00
113627,2025-11-01 00:00:00
113627,2025-11-01 00:00:00
113627,2026-01-01 00:00:00
113627,2026-01-01 00:00:00
113643,2025-11-01 00:00:00
113649,2025-10-03 00:00:00
113763,2026-01-01 00:00:00
113767,2026-01-01 00:00:00
113839,2025-06-01 00:00:00
113866,2026-01-01 00:00:00
113959,2025-11-01 00:00:00
113981,2025-12-01 00:00:00
113981,2025-12-08 00:00:00
113989,2026-01-01 00:00:00
114003,2025-11-01 00:00:00
114055,2025-11-01 00:00:00
114099,2025-05-01 00:00:00
114099,2025-11-01 00:00:00
114127,2025-11-01 00:00:00
114127,2026-01-01 00:00:00
114127,2026-01-01 00:00:00
114127,2026-01-01 00:00:00
114161,2025-05-01 00:00:00
114162,2025-11-01 00:00:00
114165,2025-11-01 00:00:00
114218,2025-11-01 00:00:00
114218,2026-01-01 00:00:00
114218,2026-01-01 00:00:00
114218,2026-01-01 00:00:00
114235,2025-11-01 00:00:00
114235,2026-01-01 00:00:00
114243,2025-12-29 00:00:00
114263,2026-01-01 00:00:00
114274,2026-01-01 00:00:00
114286,2026-01-01 00:00:00
114364,2026-01-01 00:00:00
114368,2026-01-01 00:00:00
114425,2026-01-01 00:00:00
114491,2025-11-01 00:00:00
114529,2025-05-01 00:00:00
114535,2025-11-01 00:00:00
114535,2026-01-01 00:00:00
114535,2026-01-01 00:00:00
114597,2025-04-01 00:00:00
114750,2025-11-01 00:00:00
114751,2025-11-01 00:00:00
114785,2025-11-01 00:00:00
114785,2026-01-01 00:00:00
114816,2025-11-01 00:00:00
114827,2025-11-01 00:00:00
114875,2025-11-01 00:00:00
114880,2025-11-01 00:00:00
114881,2025-11-01 00:00:00
114908,2025-11-01 00:00:00
114933,2025-07-01 00:00:00
114935,2025-07-01 00:00:00
114936,2025-07-01 00:00:00
114937,2025-07-01 00:00:00
114937,2025-11-01 00:00:00
114938,2025-07-01 00:00:00
114938,2025-11-01 00:00:00
114939,2025-07-01 00:00:00
114939,2025-11-01 00:00:00
114940,2025-07-01 00:00:00
114941,2025-05-01 00:00:00
114941,2025-07-01 00:00:00
114941,2025-07-28 00:00:00
114942,2025-07-01 00:00:00
114942,2025-07-28 00:00:00
114943,2025-07-01 00:00:00
114943,2025-07-28 00:00:00
114944,2025-07-01 00:00:00
114944,2025-07-28 00:00:00
114945,2025-07-01 00:00:00
114945,2025-07-28 00:00:00
114946,2025-07-01 00:00:00
114947,2025-07-01 00:00:00
114947,2025-11-01 00:00:00
114948,2025-07-01 00:00:00
114949,2025-07-01 00:00:00
114950,2025-07-01 00:00:00
114951,2025-07-01 00:00:00
114952,2025-07-01 00:00:00
114953,2025-07-01 00:00:00
114954,2025-07-01 00:00:00
114955,2025-07-01 00:00:00
114955,2025-11-01 00:00:00
114956,2025-07-01 00:00:00
114957,2025-07-01 00:00:00
114958,2025-07-01 00:00:00
114959,2025-07-01 00:00:00
114960,2025-07-01 00:00:00
114960,2025-11-01 00:00:00
114962,2025-07-01 00:00:00
